Chrome	r5.49Start	r5.49Stop	DistBetween	LengthGene1	LengthGene2
3L	13504746	13506212	360	8579	1466
3L	13506354	13509376	142	1466	3022
3L	13509373	13512705	0	3022	3332
3L	13515293	13796500	2588	3332	281207
3L	13833297	13835340	36797	281207	2043
3L	13835666	13836117	326	2043	451
3L	13836756	13838416	639	451	1660
3L	13839154	13853101	738	1660	13947
3L	13853127	13860005	26	13947	6878
3L	13860914	13896336	909	6878	35422
3L	13872094	13876156	0	35422	4062
3L	13899997	13918435	23841	4062	18438
3L	13918982	13922100	547	18438	3118
3L	13922487	13927756	387	3118	5269
3L	13932350	13955747	4594	5269	23397
3L	13955758	13957802	11	23397	2044
3L	13958303	13965106	501	2044	6803
3L	13958303	13965106	0	6803	6803
3L	13966223	13966577	1117	6803	354
3L	13967161	13970861	584	354	3700
3L	13971005	13986500	144	3700	15495
3L	13979720	13980284	0	15495	564
3L	13980978	13981726	694	564	748
3L	13987331	13989671	5605	748	2340
3L	13990291	13991155	620	2340	864
3L	13991000	13992351	0	864	1351
3L	13992480	13994980	129	1351	2500
3L	13995227	14013248	247	2500	18021
3L	14013415	14022221	167	18021	8806
3L	14022679	14024806	458	8806	2127
3L	14024550	14027740	0	2127	3190
3L	14027631	14029832	0	3190	2201
3L	14027876	14029851	0	2201	1975
3L	14030119	14036786	268	1975	6667
3L	14036794	14042992	8	6667	6198
3L	14044306	14045569	1314	6198	1263
3L	14045528	14046179	0	1263	651
3L	14046796	14064683	617	651	17887
3L	14064992	14069223	309	17887	4231
3L	14068872	14076329	0	4231	7457
3L	14076715	14079064	386	7457	2349
3L	14087689	14091153	8625	2349	3464
3L	14096581	14101218	5428	3464	4637
3L	14105505	14124424	4287	4637	18919
3L	14168710	14171720	44286	18919	3010
3L	14179349	14182748	7629	3010	3399
3L	14183970	14226350	1222	3399	42380
3L	14196423	14197394	0	42380	971
3L	14211305	14212074	13911	971	769
3L	14226569	14227709	14495	769	1140
3L	14229735	14231372	2026	1140	1637
3L	14267443	14361739	36071	1637	94296
3L	14322446	14322985	0	94296	539
3L	14362025	14362807	39040	539	782
3L	14375013	14376399	12206	782	1386
3L	14393869	14395825	17470	1386	1956
3L	14396030	14403039	205	1956	7009
3L	14403726	14405832	687	7009	2106
3L	14405925	14529376	93	2106	123451
3L	14510925	14511575	0	123451	650
3L	14512860	14514790	1285	650	1930
3L	14529734	14530372	14944	1930	638
3L	14530751	14533541	379	638	2790
3L	14534037	14544075	496	2790	10038
3L	14553100	14555713	9025	10038	2613
3L	14553239	14553864	0	2613	625
3L	14576322	14592640	22458	625	16318
3L	14607558	14615305	14918	16318	7747
3L	14615896	14621274	591	7747	5378
3L	14621260	14625177	0	5378	3917
3L	14625701	14664709	524	3917	39008
3L	14665035	14665537	326	39008	502
3L	14665939	14740968	402	502	75029
3L	14667638	14671247	0	75029	3609
3L	14677868	14678942	6621	3609	1074
3L	14684447	14685062	5505	1074	615
3L	14689651	14690205	4589	615	554
3L	14690413	14694778	208	554	4365
3L	14698564	14699257	3786	4365	693
3L	14721860	14722443	22603	693	583
3L	14725689	14726617	3246	583	928
3L	14741029	14754149	14412	928	13120
3L	14753620	14754944	0	13120	1324
3L	14755128	14760803	184	1324	5675
3L	14760803	14762383	0	5675	1580
3L	14762441	14769229	58	1580	6788
3L	14769596	14779512	367	6788	9916
3L	14779891	14782765	379	9916	2874
3L	14783035	14794189	270	2874	11154
3L	14794428	14795268	239	11154	840
3L	14795480	14796460	212	840	980
3L	14798352	14875324	1892	980	76972
3L	14886834	14887516	11510	76972	682
3L	14896905	14936007	9389	682	39102
3L	14936830	14937431	823	39102	601
3L	14938599	14939225	1168	601	626
3L	14962444	14963406	23219	626	962
3L	14965767	14966298	2361	962	531
3L	14967948	14969140	1650	531	1192
3L	14972720	14975532	3580	1192	2812
3L	14975935	14977586	403	2812	1651
3L	14978200	14984767	614	1651	6567
3L	14985389	14990917	622	6567	5528
3L	14991081	14992766	164	5528	1685
3L	14993051	14994419	285	1685	1368
3L	14994338	15007162	0	1368	12824
3L	15007795	15058077	633	12824	50282
3L	15016592	15017109	0	50282	517
3L	15034731	15035670	17622	517	939
3L	15035894	15037024	224	939	1130
3L	15042650	15043309	5626	1130	659
3L	15043363	15043906	54	659	543
3L	15045031	15045590	1125	543	559
3L	15046668	15047235	1078	559	567
3L	15047877	15048665	642	567	788
3L	15054129	15054805	5464	788	676
3L	15059341	15087824	4536	676	28483
3L	15070007	15071547	0	28483	1540
3L	15083923	15087819	12376	1540	3896
3L	15088242	15090786	423	3896	2544
3L	15091235	15106103	449	2544	14868
3L	15106657	15109473	554	14868	2816
3L	15109837	15121129	364	2816	11292
3L	15112978	15118421	0	11292	5443
3L	15114672	15115401	0	5443	729
3L	15121040	15124478	5639	729	3438
3L	15124608	15130034	130	3438	5426
3L	15130838	15135692	804	5426	4854
3L	15136163	15137159	471	4854	996
3L	15137455	15139479	296	996	2024
3L	15140237	15147495	758	2024	7258
3L	15147333	15151662	0	7258	4329
3L	15152200	15154238	538	4329	2038
3L	15153976	15156728	0	2038	2752
3L	15154917	15155570	0	2752	653
3L	15200944	15201686	45374	653	742
3L	15228719	15235932	27033	742	7213
3L	15292058	15294042	56126	7213	1984
3L	15294015	15295885	0	1984	1870
3L	15297355	15304295	1470	1870	6940
3L	15329792	15337417	25497	6940	7625
3L	15400932	15401367	63515	7625	435
3L	15465297	15467210	63930	435	1913
3L	15477496	15478502	10286	1913	1006
3L	15486064	15488649	7562	1006	2585
3L	15489674	15491155	1025	2585	1481
3L	15491302	15491921	147	1481	619
3L	15492059	15493661	138	619	1602
3L	15494038	15496869	377	1602	2831
3L	15496700	15497994	0	2831	1294
3L	15498288	15501352	294	1294	3064
3L	15502161	15502613	809	3064	452
3L	15502545	15504147	0	452	1602
3L	15502545	15503937	0	1602	1392
3L	15504152	15506302	215	1392	2150
3L	15509633	15510156	3331	2150	523
3L	15510524	15512692	368	523	2168
3L	15513720	15514753	1028	2168	1033
3L	15514811	15517237	58	1033	2426
3L	15517425	15518353	188	2426	928
3L	15518991	15519912	638	928	921
3L	15520010	15520616	98	921	606
3L	15520720	15521296	104	606	576
3L	15521365	15522343	69	576	978
3L	15528514	15546314	6171	978	17800
3L	15547213	15554142	899	17800	6929
3L	15553826	15556165	0	6929	2339
3L	15556527	15558659	362	2339	2132
3L	15559113	15569413	454	2132	10300
3L	15569670	15571774	257	10300	2104
3L	15571869	15573637	95	2104	1768
3L	15573900	15576473	263	1768	2573
3L	15576738	15578447	265	2573	1709
3L	15578531	15581275	84	1709	2744
3L	15581960	15602225	685	2744	20265
3L	15601807	15603486	0	20265	1679
3L	15603727	15605928	241	1679	2201
3L	15606284	15640862	356	2201	34578
3L	15613001	15617230	0	34578	4229
3L	15642226	15642761	24996	4229	535
3L	15643036	15643641	275	535	605
3L	15643952	15644492	311	605	540
3L	15644579	15645354	87	540	775
3L	15645637	15646196	283	775	559
3L	15647572	15649110	1376	559	1538
3L	15649755	15650490	645	1538	735
3L	15650728	15651258	238	735	530
3L	15652036	15652541	778	530	505
3L	15652807	15653451	266	505	644
3L	15653649	15654115	198	644	466
3L	15654348	15654909	233	466	561
3L	15672820	15674570	17911	561	1750
3L	15674733	15676545	163	1750	1812
3L	15676972	15679698	427	1812	2726
3L	15679452	15680732	0	2726	1280
3L	15681844	15685147	1112	1280	3303
3L	15690694	15692950	5547	3303	2256
3L	15710919	15713173	17969	2256	2254
3L	15714611	15721530	1438	2254	6919
3L	15801422	15801983	79892	6919	561
3L	15802585	15803077	602	561	492
3L	15803218	15809510	141	492	6292
3L	15810079	15811721	569	6292	1642
3L	15811834	15819523	113	1642	7689
3L	15819988	15825104	465	7689	5116
3L	15825564	15827047	460	5116	1483
3L	15826895	15828488	0	1483	1593
3L	15828855	15830582	367	1593	1727
3L	15830870	15837162	288	1727	6292
3L	15841678	15892129	4516	6292	50451
3L	15893256	15917961	1127	50451	24705
3L	15918904	15947897	943	24705	28993
3L	15948196	15949565	299	28993	1369
3L	15949650	15951533	85	1369	1883
3L	15951943	15953709	410	1883	1766
3L	15953936	15960972	227	1766	7036
3L	15961304	15963002	332	7036	1698
3L	15963182	15975969	180	1698	12787
3L	15968468	15969528	0	12787	1060
3L	15969970	15971535	442	1060	1565
3L	15971624	15973104	89	1565	1480
3L	15973200	15974988	96	1480	1788
3L	15976235	15977462	1247	1788	1227
3L	15977422	15980915	0	1227	3493
3L	15981336	15985564	421	3493	4228
3L	15985753	15997836	189	4228	12083
3L	15998293	15999699	457	12083	1406
3L	15999652	16004912	0	1406	5260
3L	16016580	16025852	11668	5260	9272
3L	16025862	16026290	10	9272	428
3L	16026878	16027270	588	428	392
3L	16028585	16030327	1315	392	1742
3L	16031510	16044134	1183	1742	12624
3L	16045059	16075126	925	12624	30067
3L	16075651	16076738	525	30067	1087
3L	16077093	16078364	355	1087	1271
3L	16078321	16080625	0	1271	2304
3L	16080727	16083492	102	2304	2765
3L	16083554	16089251	62	2765	5697
3L	16088868	16090593	0	5697	1725
3L	16090934	16093188	341	1725	2254
3L	16093380	16096582	192	2254	3202
3L	16096532	16098727	0	3202	2195
3L	16099694	16105726	967	2195	6032
3L	16106312	16114751	586	6032	8439
3L	16115102	16119152	351	8439	4050
3L	16119118	16121631	0	4050	2513
3L	16122717	16124083	1086	2513	1366
3L	16124094	16124732	11	1366	638
3L	16125128	16129791	396	638	4663
3L	16129587	16130979	0	4663	1392
3L	16130902	16157801	0	1392	26899
3L	16132601	16136885	0	26899	4284
3L	16163829	16164480	26944	4284	651
3L	16194428	16195132	29948	651	704
3L	16206151	16210403	11019	704	4252
3L	16219226	16221837	8823	4252	2611
3L	16222200	16224239	363	2611	2039
3L	16224181	16225138	0	2039	957
3L	16225184	16225877	46	957	693
3L	16226227	16227265	350	693	1038
3L	16227240	16230099	0	1038	2859
3L	16230823	16232562	724	2859	1739
3L	16242660	16245455	10098	1739	2795
3L	16248952	16250291	3497	2795	1339
3L	16252137	16252822	1846	1339	685
3L	16254285	16254705	1463	685	420
3L	16255840	16256347	1135	420	507
3L	16256443	16257251	96	507	808
3L	16258485	16258904	1234	808	419
3L	16258897	16261256	0	419	2359
3L	16262492	16263011	1236	2359	519
3L	16263469	16264002	458	519	533
3L	16264382	16265018	380	533	636
3L	16266009	16266708	991	636	699
3L	16270535	16271280	3827	699	745
3L	16271558	16272371	278	745	813
3L	16273504	16273960	1133	813	456
3L	16274229	16275030	269	456	801
3L	16275909	16277021	879	801	1112
3L	16277780	16278496	759	1112	716
3L	16280680	16281522	2184	716	842
3L	16282812	16284050	1290	842	1238
3L	16287811	16288647	3761	1238	836
3L	16294553	16295127	5906	836	574
3L	16295590	16296278	463	574	688
3L	16298325	16298970	2047	688	645
3L	16299700	16300305	730	645	605
3L	16300946	16301580	641	605	634
3L	16302040	16304418	460	634	2378
3L	16307385	16308249	2967	2378	864
3L	16311124	16311790	2875	864	666
3L	16312054	16312626	264	666	572
3L	16312956	16313554	330	572	598
3L	16316772	16317408	3218	598	636
3L	16318183	16319857	775	636	1674
3L	16319157	16319862	0	1674	705
3L	16320358	16320993	496	705	635
3L	16321941	16322634	948	635	693
3L	16322895	16324327	261	693	1432
3L	16324140	16324867	0	1432	727
3L	16325033	16325889	166	727	856
3L	16326413	16326882	524	856	469
3L	16332103	16338341	5221	469	6238
3L	16339423	16340720	1082	6238	1297
3L	16341174	16341882	454	1297	708
3L	16341847	16345051	0	708	3204
3L	16345091	16346386	40	3204	1295
3L	16346333	16347397	0	1295	1064
3L	16347846	16352528	449	1064	4682
3L	16354089	16354990	1561	4682	901
3L	16355703	16356850	713	901	1147
3L	16357999	16358807	1149	1147	808
3L	16358994	16360440	187	808	1446
3L	16361489	16362618	1049	1446	1129
3L	16362926	16364045	308	1129	1119
3L	16364038	16371750	0	1119	7712
3L	16372074	16374670	324	7712	2596
3L	16374872	16379057	202	2596	4185
3L	16379427	16383916	370	4185	4489
3L	16384052	16384905	136	4489	853
3L	16387729	16389442	2824	853	1713
3L	16389953	16393157	511	1713	3204
3L	16395896	16404939	2739	3204	9043
3L	16405822	16408486	883	9043	2664
3L	16408392	16410277	0	2664	1885
3L	16410449	16412402	172	1885	1953
3L	16412697	16489660	295	1953	76963
3L	16415895	16445058	0	76963	29163
3L	16463486	16476750	18428	29163	13264
3L	16484938	16536318	8188	13264	51380
3L	16484938	16489336	0	51380	4398
3L	16490751	16493563	1415	4398	2812
3L	16537667	16538728	44104	2812	1061
3L	16549923	16551058	11195	1061	1135
3L	16556729	16566434	5671	1135	9705
3L	16567536	16569971	1102	9705	2435
3L	16569959	16573406	0	2435	3447
3L	16573498	16574647	92	3447	1149
3L	16576128	16577122	1481	1149	994
3L	16577224	16579211	102	994	1987
3L	16579208	16580157	0	1987	949
3L	16580257	16581243	100	949	986
3L	16581575	16583232	332	986	1657
3L	16583159	16584150	0	1657	991
3L	16584307	16588114	157	991	3807
3L	16588520	16593559	406	3807	5039
3L	16596153	16601246	2594	5039	5093
3L	16601238	16602447	0	5093	1209
3L	16602500	16603518	53	1209	1018
3L	16603762	16605299	244	1018	1537
3L	16605586	16606050	287	1537	464
3L	16606318	16608572	268	464	2254
3L	16615470	16640982	6898	2254	25512
3L	16641542	16654715	560	25512	13173
3L	16655657	16661034	942	13173	5377
3L	16664764	16666655	3730	5377	1891
3L	16667064	16669364	409	1891	2300
3L	16669506	16704777	142	2300	35271
3L	16698073	16699528	0	35271	1455
3L	16705226	16717675	5698	1455	12449
3L	16717991	16718414	316	12449	423
3L	16718610	16719269	196	423	659
3L	16719641	16720388	372	659	747
3L	16720399	16721089	11	747	690
3L	16721596	16723918	507	690	2322
3L	16726646	16732464	2728	2322	5818
3L	16759172	16770565	26708	5818	11393
3L	16769631	16772836	0	11393	3205
3L	16773200	16775519	364	3205	2319
3L	16776110	16778346	591	2319	2236
3L	16778342	16780041	0	2236	1699
3L	16780673	16800831	632	1699	20158
3L	16798094	16812632	0	20158	14538
3L	16802758	16822174	0	14538	19416
3L	16835394	16837685	13220	19416	2291
3L	16837668	16838091	0	2291	423
3L	16838486	16845450	395	423	6964
3L	16839327	16840100	0	6964	773
3L	16845627	16855617	5527	773	9990
3L	16846851	16851812	0	9990	4961
3L	16852180	16853629	368	4961	1449
3L	16853722	16854940	93	1449	1218
3L	16856264	16858089	1324	1218	1825
3L	16858395	16915587	306	1825	57192
3L	16870409	16872472	0	57192	2063
3L	16916352	16917094	43880	2063	742
3L	16917438	16920534	344	742	3096
3L	16921481	16928636	947	3096	7155
3L	16931430	16932052	2794	7155	622
3L	16932200	16936049	148	622	3849
3L	16937523	16938978	1474	3849	1455
3L	16948035	16961824	9057	1455	13789
3L	16963113	16987488	1289	13789	24375
3L	16987817	17005665	329	24375	17848
3L	17005986	17009280	321	17848	3294
3L	17009636	17013370	356	3294	3734
3L	17013448	17015956	78	3734	2508
3L	17016223	17016841	267	2508	618
3L	17017428	17020217	587	618	2789
3L	17020615	17022914	398	2789	2299
3L	17022912	17025180	0	2299	2268
3L	17028768	17029965	3588	2268	1197
3L	17029959	17035674	0	1197	5715
3L	17035897	17037565	223	5715	1668
3L	17037501	17038138	0	1668	637
3L	17039260	17041490	1122	637	2230
3L	17042612	17048554	1122	2230	5942
3L	17048713	17051633	159	5942	2920
3L	17051874	17231312	241	2920	179438
3L	17231713	17235228	401	179438	3515
3L	17236536	17237846	1308	3515	1310
3L	17245477	17247037	7631	1310	1560
3L	17257516	17258086	10479	1560	570
3L	17313069	17313911	54983	570	842
3L	17315941	17317593	2030	842	1652
3L	17317718	17318618	125	1652	900
3L	17320833	17322269	2215	900	1436
3L	17330272	17332362	8003	1436	2090
3L	17333379	17334416	1017	2090	1037
3L	17335150	17337796	734	1037	2646
3L	17338047	17342766	251	2646	4719
3L	17345519	17351156	2753	4719	5637
3L	17352782	17354911	1626	5637	2129
3L	17360853	17372630	5942	2129	11777
3L	17373126	17375828	496	11777	2702
3L	17376736	17382056	908	2702	5320
3L	17389131	17414614	7075	5320	25483
3L	17393447	17394448	0	25483	1001
3L	17414887	17418317	20439	1001	3430
3L	17418577	17419382	260	3430	805
3L	17419386	17420230	4	805	844
3L	17420405	17421936	175	844	1531
3L	17422036	17426721	100	1531	4685
3L	17422036	17426290	0	4685	4254
3L	17426968	17431071	678	4254	4103
3L	17427572	17429531	0	4103	1959
3L	17432501	17450297	2970	1959	17796
3L	17459045	17459868	8748	17796	823
3L	17463227	17467617	3359	823	4390
3L	17467861	17469224	244	4390	1363
3L	17470895	17472026	1671	1363	1131
3L	17472196	17473241	170	1131	1045
3L	17473229	17479330	0	1045	6101
3L	17480218	17504793	888	6101	24575
3L	17487980	17488400	0	24575	420
3L	17504955	17507012	16555	420	2057
3L	17507398	17510036	386	2057	2638
3L	17518433	17522961	8397	2638	4528
3L	17523181	17539760	220	4528	16579
3L	17539968	17542227	208	16579	2259
3L	17542926	17543758	699	2259	832
3L	17544013	17550888	255	832	6875
3L	17551772	17612425	884	6875	60653
3L	17613223	17614725	798	60653	1502
3L	17614924	17624071	199	1502	9147
3L	17626549	17630975	2478	9147	4426
3L	17631218	17638136	243	4426	6918
3L	17638586	17639837	450	6918	1251
3L	17640542	17647380	705	1251	6838
3L	17642662	17647380	0	6838	4718
3L	17647717	17648745	337	4718	1028
3L	17653208	17662334	4463	1028	9126
3L	17664722	17676681	2388	9126	11959
3L	17683115	17741939	6434	11959	58824
3L	17716818	17722344	0	58824	5526
3L	17733640	17735640	11296	5526	2000
3L	17738273	17739960	2633	2000	1687
3L	17741933	17743688	1973	1687	1755
3L	17744831	17757258	1143	1755	12427
3L	17748036	17757258	0	12427	9222
3L	17751212	17752653	0	9222	1441
3L	17752797	17756004	144	1441	3207
3L	17784179	17784586	28175	3207	407
3L	17785188	17790694	602	407	5506
3L	17790838	17795379	144	5506	4541
3L	17795590	17797815	211	4541	2225
3L	17798016	17799465	201	2225	1449
3L	17799551	17801904	86	1449	2353
3L	17802331	17807219	427	2353	4888
3L	17808762	17811021	1543	4888	2259
3L	17811173	17813293	152	2259	2120
3L	17813593	17815934	300	2120	2341
3L	17816433	17832867	499	2341	16434
3L	17827845	17828274	0	16434	429
3L	17832891	17834527	4617	429	1636
3L	17834640	17836644	113	1636	2004
3L	17836915	17839601	271	2004	2686
3L	17840016	17842472	415	2686	2456
3L	17842827	17845553	355	2456	2726
3L	17845724	17849894	171	2726	4170
3L	17851574	17853582	1680	4170	2008
3L	17861840	17863673	8258	2008	1833
3L	17861840	17863673	0	1833	1833
3L	17861840	17863673	0	1833	1833
3L	17872196	17876753	8523	1833	4557
3L	17876749	17877476	0	4557	727
3L	17879048	17879745	1572	727	697
3L	17880805	17884504	1060	697	3699
3L	17884920	17888962	416	3699	4042
3L	17891989	17900912	3027	4042	8923
3L	17901243	17902783	331	8923	1540
3L	17902583	17905665	0	1540	3082
3L	17927108	17928672	21443	3082	1564
3L	17927132	17939214	0	1564	12082
3L	17944053	18057796	4839	12082	113743
3L	18033417	18034838	0	113743	1421
3L	18061828	18063250	26990	1421	1422
3L	18063400	18065223	150	1422	1823
3L	18065462	18066963	239	1823	1501
3L	18074221	18078410	7258	1501	4189
3L	18078405	18080158	0	4189	1753
3L	18079774	18080420	0	1753	646
3L	18081517	18099249	1097	646	17732
3L	18099679	18100599	430	17732	920
3L	18100948	18102674	349	920	1726
3L	18102914	18105947	240	1726	3033
3L	18106059	18114103	112	3033	8044
3L	18106059	18112250	0	8044	6191
3L	18122040	18125789	9790	6191	3749
3L	18132502	18138518	6713	3749	6016
3L	18142023	18146907	3505	6016	4884
3L	18147997	18155622	1090	4884	7625
3L	18160842	18178741	5220	7625	17899
3L	18194594	18196737	15853	17899	2143
3L	18245188	18245946	48451	2143	758
3L	18285225	18287362	39279	758	2137
3L	18291842	18294360	4480	2137	2518
3L	18295819	18297517	1459	2518	1698
3L	18390635	18391535	93118	1698	900
3L	18431661	18433042	40126	900	1381
3L	18452564	18454124	19522	1381	1560
3L	18455057	18456263	933	1560	1206
3L	18462478	18462718	6215	1206	240
3L	18478237	18495657	15519	240	17420
3L	18520076	18520545	24419	17420	469
3L	18553358	18569426	32813	469	16068
3L	18581859	18583265	12433	16068	1406
3L	18593250	18611043	9985	1406	17793
3L	18593250	18611043	0	17793	17793
3L	18596525	18598515	0	17793	1990
3L	18598572	18600449	57	1990	1877
3L	18600562	18602612	113	1877	2050
3L	18602720	18604962	108	2050	2242
3L	18605000	18607104	38	2242	2104
3L	18611906	18615229	4802	2104	3323
3L	18615792	18617851	563	3323	2059
3L	18619059	18660277	1208	2059	41218
3L	18661253	18666260	976	41218	5007
3L	18666572	18668526	312	5007	1954
3L	18668900	18670976	374	1954	2076
3L	18674137	18674936	3161	2076	799
3L	18675284	18675960	348	799	676
3L	18676244	18677161	284	676	917
3L	18677629	18679419	468	917	1790
3L	18687287	18688748	7868	1790	1461
3L	18689502	18691512	754	1461	2010
3L	18714993	18716372	23481	2010	1379
3L	18737588	18738799	21216	1379	1211
3L	18738956	18739723	157	1211	767
3L	18739711	18741467	0	767	1756
3L	18741787	18743583	320	1756	1796
3L	18743707	18794409	124	1796	50702
3L	18795365	18813775	956	50702	18410
3L	18814271	18815453	496	18410	1182
3L	18815704	18821288	251	1182	5584
3L	18821732	18839367	444	5584	17635
3L	18834679	18835886	0	17635	1207
3L	18856747	18858614	20861	1207	1867
3L	18859325	18860531	711	1867	1206
3L	18860871	18862319	340	1206	1448
3L	18862330	18863157	11	1448	827
3L	18863145	18865653	0	827	2508
3L	18865847	18871345	194	2508	5498
3L	18871350	18883583	5	5498	12233
3L	18885483	18886378	1900	12233	895
3L	18886220	18891393	0	895	5173
3L	18891975	18893017	582	5173	1042
3L	18893695	18894654	678	1042	959
3L	18894694	18896052	40	959	1358
3L	18896157	18898030	105	1358	1873
3L	18898472	18902001	442	1873	3529
3L	18901360	18907250	0	3529	5890
3L	18901360	18904282	0	5890	2922
3L	18910681	18912359	6399	2922	1678
3L	18912324	18913419	0	1678	1095
3L	18913530	18915208	111	1095	1678
3L	18915519	18939138	311	1678	23619
3L	18943729	18948506	4591	23619	4777
3L	18978061	18978734	29555	4777	673
3L	18979159	18981258	425	673	2099
3L	18981836	18982915	578	2099	1079
3L	18983126	18991383	211	1079	8257
3L	18990975	18993708	0	8257	2733
3L	18994085	18996352	377	2733	2267
3L	18996841	19038549	489	2267	41708
3L	19043857	19045126	5308	41708	1269
3L	19052872	19055916	7746	1269	3044
3L	19056265	19059251	349	3044	2986
3L	19059255	19079526	4	2986	20271
3L	19085770	19087860	6244	20271	2090
3L	19087990	19089317	130	2090	1327
3L	19089499	19090809	182	1327	1310
3L	19091099	19092164	290	1310	1065
3L	19092223	19093463	59	1065	1240
3L	19099943	19132075	6480	1240	32132
3L	19121550	19122765	0	32132	1215
3L	19134075	19228473	11310	1215	94398
3L	19247220	19248161	18747	94398	941
3L	19248440	19250211	279	941	1771
3L	19250382	19253779	171	1771	3397
3L	19254494	19255355	715	3397	861
3L	19255626	19257284	271	861	1658
3L	19257504	19259938	220	1658	2434
3L	19259573	19262013	0	2434	2440
3L	19262451	19267268	438	2440	4817
3L	19262872	19263742	0	4817	870
3L	19269693	19273019	5951	870	3326
3L	19273220	19273900	201	3326	680
3L	19275028	19285624	1128	680	10596
3L	19287867	19291930	2243	10596	4063
3L	19291723	19330709	0	4063	38986
3L	19333421	19406012	2712	38986	72591
3L	19380680	19383133	0	72591	2453
3L	19434818	19439544	51685	2453	4726
3L	19440273	19443338	729	4726	3065
3L	19457149	19457859	13811	3065	710
3L	19459667	19460179	1808	710	512
3L	19460446	19461260	267	512	814
3L	19468730	19471820	7470	814	3090
3L	19476926	19479598	5106	3090	2672
3L	19479846	19481539	248	2672	1693
3L	19480870	19481448	0	1693	578
3L	19485153	19490823	3705	578	5670
3L	19491297	19493898	474	5670	2601
3L	19494110	19496970	212	2601	2860
3L	19510652	19511432	13682	2860	780
3L	19512749	19513519	1317	780	770
3L	19514045	19520372	526	770	6327
3L	19525843	19531389	5471	6327	5546
3L	19531525	19537272	136	5546	5747
3L	19537445	19545390	173	5747	7945
3L	19538210	19540393	0	7945	2183
3L	19545520	19547867	5127	2183	2347
3L	19559951	19577668	12084	2347	17717
3L	19578193	19579070	525	17717	877
3L	19579353	19582211	283	877	2858
3L	19582172	19583624	0	2858	1452
3L	19583873	19591855	249	1452	7982
3L	19592188	19594482	333	7982	2294
3L	19594733	19597220	251	2294	2487
3L	19597498	19599190	278	2487	1692
3L	19599308	19601468	118	1692	2160
3L	19600957	19605299	0	2160	4342
3L	19605555	19606589	256	4342	1034
3L	19606527	19611621	0	1034	5094
3L	19611994	19613498	373	5094	1504
3L	19613602	19617409	104	1504	3807
3L	19617506	19628883	97	3807	11377
3L	19630868	19635916	1985	11377	5048
3L	19640380	19642951	4464	5048	2571
3L	19643918	19657204	967	2571	13286
3L	19677041	19680453	19837	13286	3412
3L	19680737	19683092	284	3412	2355
3L	19683133	19688360	41	2355	5227
3L	19694077	19701115	5717	5227	7038
3L	19707518	19711428	6403	7038	3910
3L	19744043	19786669	32615	3910	42626
3L	19753509	19754917	0	42626	1408
3L	19787035	19792079	32118	1408	5044
3L	19792075	19794391	0	5044	2316
3L	19792378	19796527	0	2316	4149
3L	19796838	19798180	311	4149	1342
3L	19798281	19800032	101	1342	1751
3L	19798341	19799136	0	1751	795
3L	19799911	19800299	775	795	388
3L	19800332	19803498	33	388	3166
3L	19803503	19806439	5	3166	2936
3L	19806870	19809038	431	2936	2168
3L	19809185	19811067	147	2168	1882
3L	19811274	19823786	207	1882	12512
3L	19823964	19827404	178	12512	3440
3L	19827770	19829513	366	3440	1743
3L	19829714	19838044	201	1743	8330
3L	19838393	19854025	349	8330	15632
3L	19860588	19864178	6563	15632	3590
3L	19864239	19874884	61	3590	10645
3L	19875151	19903315	267	10645	28164
3L	19882220	19902510	0	28164	20290
3L	19903400	19905604	890	20290	2204
3L	19905505	19906815	0	2204	1310
3L	19908151	19911260	1336	1310	3109
3L	19911342	19916562	82	3109	5220
3L	19916771	19917788	209	5220	1017
3L	19918043	19920275	255	1017	2232
3L	19920294	19921608	19	2232	1314
3L	19921843	19926030	235	1314	4187
3L	19932387	19971060	6357	4187	38673
3L	19943123	19944235	0	38673	1112
3L	19971913	19972912	27678	1112	999
3L	19974785	19977291	1873	999	2506
3L	19977526	19978968	235	2506	1442
3L	19979193	19981172	225	1442	1979
3L	19981127	19982047	0	1979	920
3L	19982651	19984279	604	920	1628
3L	19984987	19990668	708	1628	5681
3L	19984987	19989012	0	5681	4025
3L	19990814	19993786	1802	4025	2972
3L	19993744	19995546	0	2972	1802
3L	19995836	19997934	290	1802	2098
3L	19999684	20017707	1750	2098	18023
3L	20017787	20020935	80	18023	3148
3L	20020919	20022120	0	3148	1201
3L	20051611	20082107	29491	1201	30496
3L	20091184	20096927	9077	30496	5743
3L	20099194	20100657	2267	5743	1463
3L	20101584	20104634	927	1463	3050
3L	20105365	20105947	731	3050	582
3L	20117398	20120481	11451	582	3083
3L	20122281	20132110	1800	3083	9829
3L	20123551	20124843	0	9829	1292
3L	20125132	20126368	289	1292	1236
3L	20132310	20133707	5942	1236	1397
3L	20142714	20191417	9007	1397	48703
3L	20181622	20182879	0	48703	1257
3L	20193264	20194738	10385	1257	1474
3L	20195170	20196787	432	1474	1617
3L	20197409	20199146	622	1617	1737
3L	20200634	20202700	1488	1737	2066
3L	20203392	20205262	692	2066	1870
3L	20211600	20213520	6338	1870	1920
3L	20214914	20216297	1394	1920	1383
3L	20219481	20223350	3184	1383	3869
3L	20224769	20226355	1419	3869	1586
3L	20226273	20235003	0	1586	8730
3L	20234153	20236835	0	8730	2682
3L	20234367	20238412	0	2682	4045
3L	20241182	20252358	2770	4045	11176
